정류소번호,정류소명,총계,성인 승차 인원,청소년 승차 인원,어린이 승차 인원,위도,경도
3044,양촌(대촌),7865,5117,1621,1127,35.06156944,126.79381667
5532,안청농협,7860,7595,260,6,35.21678611,126.80131389
5030,호가정,7856,7134,671,52,35.09139355,126.77279416
4514,광주학생운동기념탑,7842,6521,946,375,35.15267000,126.90861300
5573,광산소방서입구,7817,7372,443,2,35.18521500,126.79499000
5851,선운휴먼시아,7762,7113,593,55,35.14838765,126.77849049
4518,대인광장(서),7698,7299,388,11,35.15596052,126.91142059
5199,전남공고입구,7587,5910,1648,29,35.19507843,126.84670267
2280,화정무등파크,7474,7250,218,6,35.15724737,126.87959281
2324,무등교회,7408,6651,724,33,35.12808600,126.84736400
1023,산수동우체국,7394,6490,846,58,35.15549707,126.93086264
1109,광주공원,7354,6424,880,50,35.14987617,126.90966293
5249,송산유원지(종점),7354,4284,1681,1389,35.16273056,126.73990278
2202,진성아파트,7337,6767,551,19,35.16604167,126.87292500
1178,조선대장미원,7333,4618,1498,1217,35.14197900,126.92805000
2277,잿등,7292,5284,2003,5,35.15182193,126.87203554
4141,광신대교,7285,6904,370,10,35.17617205,126.84380710
3292,노대제,7258,4736,2203,320,35.10292500,126.90482700
4277,동초교,7248,4592,826,1831,35.20614300,126.95139200
4630,빛고을로입구,7189,5616,1554,19,35.19958149,126.86361635
5533,안청농협,7188,7086,102,0,35.21676111,126.80143611
5712,명진고,7155,4654,2419,81,35.18526091,126.82935068
5071,양곡,7150,6739,227,184,35.20165300,126.68298100
2189,기아차중문,7136,6544,567,25,35.16155700,126.87154000
2204,칠성마을,7127,5919,809,400,35.16635500,126.86452900
5537,오선동,7038,6841,197,0,35.20045556,126.79532500
5344,원임곡,7008,4230,2172,607,35.22056389,126.74086944
4002,건국동파출소,6994,5207,1715,72,35.21918586,126.87898257
3262,송화마을1단지입구,6982,5709,1167,105,35.11062588,126.89914881
1073,교동,6950,5277,931,743,35.09032500,126.95118056
4312,장등마을,6940,3849,1964,1127,35.21511111,126.92970556
4071,연제새한아파트,6931,5445,1058,428,35.19938333,126.86991111
2337,풍암동부센트리빌,6926,5860,1038,29,35.12065700,126.86615200
5471,상선,6906,6529,368,9,35.11892011,126.78064772
5751,정부광주지방합동청사,6883,2864,2069,1950,35.22325000,126.84866000
2035,그린파크,6767,6455,273,38,35.15598713,126.89532566
3255,봉선2동주민센터,6718,6068,498,152,35.12293700,126.91521300
3201,월산사거리,6680,5903,765,12,35.14679900,126.90362800
5607,칠성삼거리,6678,2715,1973,1990,35.15229736,126.67347758
5395,한국전자통신연구원,6626,3317,1904,1405,35.22588337,126.84477308
4542,동부교육청,6617,6396,198,24,35.16844167,126.91321944
3062,포충사,6614,5514,1093,6,35.08954571,126.85017070
2151,풍암사거리(서),6558,3534,1678,1346,35.12163056,126.85911944
4515,대인광장(동),6550,6294,192,64,35.15684722,126.91273889
5263,중앙초교,6532,4346,1916,270,35.14854444,126.79346944
1029,두암타운후문,6530,5705,766,59,35.16095556,126.93325278
5853,수문초교입구,6432,4479,1586,368,35.19609635,126.83693220
5698,수완보건지소,6432,3173,3013,246,35.19705164,126.82498633
5114,신창호반아파트,6393,5292,1029,72,35.19906039,126.83828122
5798,금강1길,6377,5574,752,51,35.13558700,126.79570500
4206,박물관입구,6365,5022,1286,57,35.18716389,126.87992222
5576,호남샤니,6333,5177,612,544,35.19659444,126.80216667
1062,동산초교옆,6319,6027,263,29,35.14913318,126.93701609
3097,서광중,6251,5351,833,66,35.13680833,126.90441667
4454,박물관입구,6237,5264,901,73,35.18688056,126.88077500
2158,발산교(남),6230,5832,330,68,35.15858500,126.89493900
4310,장등동,6210,5494,686,30,35.20028600,126.93369200
3293,노대제,6200,5161,763,276,35.10282000,126.90505700
5414,첨단대우아파트,6186,3078,2830,278,35.22024300,126.83154600
3230,광주대,6137,5735,394,8,35.10716600,126.89705400
5034,구룡(본량),6060,4859,573,628,35.20685000,126.68683611
4320,죽곡(북),6044,4605,657,781,35.20449200,126.95296900
4362,오치한전옆,6040,4933,1035,71,35.18428916,126.90713812
4133,한국생산기술연구원,5966,5481,474,11,35.22655719,126.84753064
4269,국립5.18민주묘지,5915,4524,1155,236,35.23156111,126.94206944
4036,북초교,5901,4771,374,756,35.24418700,126.91481700
1012,계림초교후문,5897,5317,536,43,35.16031000,126.92521000
4073,연제주공아파트,5855,4915,837,103,35.20327778,126.87031667
3096,서광중,5817,4351,1393,74,35.13688889,126.90408889
4287,석곡동주민센터,5815,5186,340,289,35.21282789,126.94863994
5101,비아중흥아파트,5777,5030,671,77,35.21957300,126.81876900
3016,도촌,5702,3350,1237,1114,35.07751100,126.83696200
3023,상지석,5660,4581,661,418,35.08631004,126.84017404
4022,국립광주과학관,5640,4948,598,94,35.22754213,126.85042452
4478,일곡청솔4차아파트,5587,4639,887,62,35.20656497,126.90149857
4027,동아제약,5568,5104,415,50,35.20672933,126.87557060
5113,신창호반아파트,5561,4142,1148,270,35.19891934,126.83842940
5568,하남철강,5525,5311,213,1,35.21323611,126.80050556
3050,유촌,5517,3437,1179,901,35.05995833,126.79011667
2360,다사랑병원,5477,5264,204,9,35.12868400,126.83854200
5774,조산서길,5471,3566,1177,727,35.10757860,126.76169240
4010,광주다문화가족지원거점센터,5450,5295,104,51,35.19330010,126.87722300
3249,월산마을입구,5418,4767,622,29,35.14363757,126.89070325
4608,일곡현대3차아파트,5408,4589,791,28,35.20994600,126.90143100
1179,조선대병원입구,5362,5026,327,8,35.14178800,126.92790500
5780,동곡동주민센터,5357,3413,1345,599,35.09898492,126.77207144
5494,경방,5356,5290,67,0,35.19483611,126.80464722
3012,대촌한일베라체,5348,3109,1187,1051,35.08201967,126.83162480
5411,첨단금호아파트,5345,4551,707,86,35.22086154,126.83621637
4129,한국광기술원,5340,5129,209,3,35.23303689,126.85864904
2121,서부농수산물도매시장,5308,3349,987,972,35.11748400,126.85813700
4009,과기원,5298,4868,401,29,35.22455833,126.84136944
5487,평동역(서),5288,4191,888,210,35.12498495,126.76743869
2322,상무해광한신아파트,5272,2392,1624,1257,35.15414700,126.84310900
1159,성촌,5268,4983,184,101,35.13391944,126.95234167
5397,동원촌,5263,4796,355,112,35.22115000,126.82835000
5100,비아중흥아파트,5202,4130,1030,41,35.21961800,126.81959600
3277,진남초교,5152,3145,1925,82,35.10813957,126.90292597
4271,공원묘지,5150,4361,504,285,35.23518889,126.93509722
3169,임암,5139,3605,779,754,35.09909777,126.87320915
3054,이장1동,5129,4645,478,6,35.08693500,126.86156500
4428,서영대,5101,4403,675,23,35.17584500,126.87096100
5704,성덕마을,5088,4448,594,46,35.19069245,126.81656542
4547,중흥2동주민센터,5085,4695,362,28,35.16993611,126.90750556
5001,공군부대,5052,3983,1056,13,35.12614167,126.78670556
4610,양지마을,5048,4120,829,100,35.20441745,126.88159119
3077,화장앞길,5045,2360,1469,1216,35.07400100,126.80374600
4049,수곡,5039,3598,839,601,35.24568333,126.91912222
1087,선교,5027,3189,933,904,35.08886389,126.94706111
4113,호남권역재활병원,5021,4740,273,8,35.22548400,126.88296200
5543,장덕농협,4944,4892,51,1,35.19102500,126.80906389
4111,지산초교,4928,4273,547,108,35.22938297,126.88539482
1169,지산유원지입구,4892,4336,336,220,35.14926400,126.94455800
5871,골옷교,4864,3948,829,87,35.20228000,126.81623600
5013,송정호반아파트,4821,3829,930,62,35.12699506,126.78969941
2150,중촌,4820,4141,593,86,35.11008333,126.82297222
4199,광주박물관,4778,3556,953,269,35.18627900,126.88192100
1064,단사공원,4761,4438,315,8,35.14825600,126.93987200
4295,신촌 아랫길(4수원지),4759,3489,763,508,35.17955300,126.96114300
4099,전남과학대학포스트비,4747,2917,950,880,35.23409722,126.86416667
5531,안청,4719,4340,366,12,35.21673889,126.80557500
5058,산수보건소,4718,4006,709,3,35.19224722,126.74617778
4026,동아제약,4710,4166,508,36,35.20657737,126.87571236
3123,봉선라인아파트,4707,4093,529,86,35.12552778,126.90917778
3067,하촌,4704,4077,619,8,35.07326111,126.81857222
4189,두암초교,4697,4349,314,34,35.16827222,126.93267222
4321,충장사(남),4694,4430,173,91,35.16165833,126.98079722
2321,건강협회(남),4679,4186,461,32,35.14787300,126.88892400
4629,연제외촌입구,4676,3776,872,28,35.19794173,126.86620990
3101,수피아여고,4635,3501,1121,13,35.13499722,126.91044444
1172,지산유원지,4590,2762,1034,794,35.15020556,126.94485000
5467,명화동,4570,3876,691,3,35.12274444,126.72164167
5687,비아119안전센터(북),4556,3947,390,219,35.22102396,126.82327337
3154,송암공단,4548,3280,1049,219,35.11032264,126.88110516
5180,큰별초교,4536,3017,1249,270,35.18305996,126.82121513
4504,임동한국아델리움2차,4532,3876,606,50,35.16346700,126.88754700
5555,진곡 동길,4505,4331,174,0,35.20750743,126.79549644
4492,광주기아챔피언스필드정문,4497,3910,517,71,35.16640400,126.88615300
5709,수완중흥S-클래스 2차,4490,3528,841,121,35.18312200,126.81345600
2093,공구단지,4481,4182,279,21,35.11933700,126.85806700
3291,빛고을전남대병원,4444,4338,100,5,35.09463120,126.89667510
5510,도현,4413,4139,273,0,35.21284167,126.79581944
5400,신동아아파트,4401,3621,736,44,35.22151667,126.83181389
5784,유림마을,4367,3923,392,52,35.09997750,126.78816370
4284,복다우,4347,3514,463,369,35.21809167,126.94806667
5413,첨단대우아파트,4252,3018,1193,41,35.22000600,126.83141700
4096,은혜학교,4245,4176,62,7,35.23319700,126.85017300
3132,유안초교,4239,3063,1109,67,35.12597368,126.91624760
4590,구시청사거리,4216,3807,395,14,35.16414167,126.91581389
4263,4수원지,4199,3741,243,216,35.16155300,126.96197900
2193,삼우아파트,4185,3525,656,3,35.16610556,126.87060556
2335,운리초교입구,4177,2399,1116,662,35.12259600,126.86370800
4611,양지마을,4146,3262,728,157,35.20461667,126.88163466
4628,신수교,4095,3695,391,9,35.20022960,126.86675260
5690,소촌남계길,4071,3369,508,194,35.15177514,126.80492203
2049,광주시립미술관상록전시관,4066,3123,523,420,35.15374342,126.88840480
3176,학강초교,4052,3669,290,94,35.13824722,126.91766111
4337,북광주수협,4045,3914,129,3,35.16498465,126.90207988
5740,광산우산동주민센터,4036,3753,253,30,35.16210076,126.80657470
5490,평동초교,4028,3375,355,297,35.12602862,126.75603305
1180,조선대대학원,4007,3371,429,208,35.14341000,126.93135200
5255,송정한전,3997,3381,590,25,35.14930500,126.78872400
3279,진월남양휴튼,3982,2553,950,479,35.10822734,126.90515757
2118,서광주역,3966,3103,484,379,35.12587222,126.84698056
3034,승촌,3963,3651,276,36,35.05631667,126.78404722
5680,명화전자,3949,2316,896,737,35.13018126,126.76755632
5480,월전(광산구),3939,3436,477,26,35.12526723,126.77374473
4318,죽곡(남),3915,3413,290,211,35.20205400,126.95418600
5229,매방골,3900,3342,510,48,35.15175278,126.77703889
2156,그린파크,3881,3566,236,80,35.15607192,126.89450422
3075,화장뒷길,3877,1946,971,960,35.07586300,126.80423800
3027,하칠석/고싸움전수관,3828,2698,895,236,35.06979157,126.83541619
3200,월산사거리,3818,3652,145,21,35.14655300,126.90385700
5509,도촌교,3818,3558,257,3,35.21795500,126.81114500
3171,임정,3791,2909,459,422,35.10190783,126.86864155
2157,발산교(남),3764,3332,269,163,35.15892500,126.89506300
2359,다사랑병원,3759,3487,249,23,35.12821000,126.83800600
5526,신성화학,3716,3629,82,5,35.18575278,126.80319722
1067,신양파크호텔,3709,2774,501,434,35.15336944,126.94164444
4473,유격훈련장,3623,3250,353,20,35.21200207,126.90133372
4575,각화중,3604,2974,409,222,35.18170419,126.93747671
5545,장수동,3601,2641,544,416,35.18315800,126.78855900
4063,양산초교,3597,3130,400,67,35.20621554,126.87103362
5549,정우화학,3588,3402,186,0,35.18552222,126.79878889
5016,동곡,3577,3313,231,33,35.09727222,126.77392222
5170,반촌,3566,3224,323,20,35.19167322,126.85135239
3063,복수,3559,3157,378,23,35.08921944,126.85590556
3032,수춘,3555,1851,864,841,35.08522400,126.86730800
5670,영천,3523,2215,723,585,35.13793681,126.75628724
4495,서림초교입구,3519,3464,51,5,35.16069000,126.90039600
5753,하남2지구,3511,1784,978,748,35.17595800,126.79884600
2178,광천동,3485,3218,253,15,35.16630349,126.86674990
5787,동곡송정,3484,2148,1114,221,35.10485320,126.79381660
5396,동원촌,3465,2809,438,219,35.14214722,126.92700000
5005,도산동,3457,1670,941,846,35.12688726,126.78421274
5540,월곡2동주민센터,3456,2981,464,10,35.17241868,126.80566570
5367,와산,3427,2756,349,322,35.24087778,126.73031944
3139,서남대병원,3413,3114,286,13,35.14413400,126.91387000
5308,수완아름공원,3409,2920,480,9,35.18447612,126.82689069
4582,북광주수협,3407,3242,148,17,35.16508333,126.90179167
5085,풍숙,3402,3319,68,14,35.17251500,126.72799800
2161,양동교,3398,3354,40,4,35.15908800,126.89785900
3053,이장1동,3375,3246,115,14,35.08704800,126.86175900
2357,보훈회관(서),3366,3187,167,12,35.15145936,126.83667564
4124,폭스존,3350,3050,281,19,35.22012778,126.85292778
2355,보훈회관(518민주화운동교육관),3345,3095,241,9,35.15068400,126.83898800
4256,삼각호반아파트,3317,2115,764,438,35.19342800,126.90097700
5284,우산시영2단지(서),3313,2872,441,0,35.15994093,126.80110891
1070,지산유원지,3307,3136,158,12,35.15031667,126.94495556
4067,양산호반2차,3304,2817,436,51,35.21237212,126.88142041
3250,월산마을입구,3287,2776,501,10,35.14344310,126.89092041
3013,대촌한일베라체,3279,2759,422,97,35.08192089,126.83144241
2235,일가정양립지원본부,3279,3096,154,29,35.15177800,126.84174800
5060,산음,3256,2884,370,1,35.18729722,126.73723889
2219,상무라인대주,3244,2648,504,91,35.14813802,126.84503020
1171,중앙대교(동),3230,2616,589,25,35.14622400,126.91179600
2361,서창사거리,3217,2755,252,210,35.13919000,126.83179900
5387,종산제입구,3216,1848,742,626,35.24460278,126.74006667
5224,동명고,3203,2495,587,121,35.15512836,126.73924185
2129,서창사거리,3175,3083,87,5,35.13938333,126.83098889
5600,대봉,3164,2416,380,368,35.14240262,126.66070354
5341,산막,3161,3148,13,0,35.19825500,126.76720100
3064,하지석,3151,2779,343,30,35.08355250,126.83659159
4327,충효동환벽당,3131,2456,346,328,35.18673700,127.00242700
4091,대진운수,3128,2857,256,15,35.23963533,126.89367932
4477,닭뫼,3127,2859,254,14,35.18211650,127.00792586
5003,공군부대후문,3111,2518,563,30,35.12582397,126.78743381
3025,상촌,3088,2748,338,2,35.07394722,126.82259167
2128,서창동주민센터,3054,2624,235,195,35.11439010,126.82971700
4483,일동중,3048,2029,936,83,35.20351358,126.89408745
1144,백화아파트,3039,1336,1073,630,35.12998056,126.92715278
4314,중소기업진흥공단호남연수원,3023,2613,393,16,35.20024269,126.93414100
1037,산수무등파크,3015,2843,150,21,35.15699200,126.93990010
5047,명동삼거리,2999,2566,427,6,35.12132778,126.71575000
5167,영광통사거리,2993,2497,280,216,35.14002778,126.79577500
5654,신광(삼도),2963,1295,1572,95,35.12764984,126.68441436
5957,진곡산단,2955,1267,856,832,35.21065180,126.78138961
4019,단지삼거리,2953,2434,273,246,35.24893600,126.92549600
5398,비아중,2950,2174,733,43,35.22275000,126.83515556
5120,가삼,2948,2402,536,10,35.15662338,126.72187527
3004,구소,2930,1351,795,784,35.05322222,126.81184444
4202,시립민속박물관,2889,1963,910,15,35.18663300,126.88639600
4038,산업인력공단,2889,2488,390,10,35.22852723,126.85671733
2148,절골입구(서),2888,2012,550,326,35.11068465,126.82861368
5065,신당,2856,2476,220,160,35.18497500,126.73469167
5137,복굴,2831,2413,210,208,35.11094500,126.69905200
5553,지상정밀,2823,2586,237,0,35.20220278,126.80082500
4083,영락공원입구,2822,2669,79,74,35.24415400,126.91539200
2153,학동(서창),2821,1950,449,422,35.09757633,126.82437472
3158,송암동,2803,2228,362,212,35.09856111,126.87712778
5658,광주지방경찰청입구,2802,2239,556,7,35.15862600,126.80046200
4143,동림I.C입구,2792,2617,168,8,35.17381600,126.85245400
4292,수리,2791,2767,14,9,35.18248333,126.99970556
5552,지상정밀,2757,2587,154,16,35.20240278,126.80085556
4463,명상의집,2743,2203,355,184,35.21617800,126.90281600
3272,빛고을노인건강타운입구,2723,2550,165,8,35.10225278,126.89931389
5627,흑석사거리(남),2719,2140,360,219,35.17827200,126.80778500
4136,해태제과,2712,2418,273,22,35.19524722,126.87696111
1174,제2수원지,2693,1625,538,529,35.09810900,126.96368900
4424,향토문화거리입구,2682,2525,140,17,35.16766667,126.91636389
4603,효령노인복지타운,2667,2663,4,0,35.24177000,126.91224700
5160,송정시장,2666,2225,233,208,35.13823611,126.79751389
3174,양림교,2662,2301,320,41,35.14038552,126.91776811
5338,보화촌,2650,1661,574,416,35.20603056,126.76331389
2182,버들주공1단지,2649,1894,521,234,35.16649700,126.86111900
1035,장원초교(동),2620,2507,81,32,35.15613333,126.93696944
1165,학운초교,2615,2267,73,275,35.13304600,126.94814600
2349,덕흥삼거리,2595,1421,597,578,35.16755518,126.83819353
2120,동산교차로(남),2593,1734,727,132,35.12433100,126.85270300
5590,대야,2589,2574,9,7,35.13724617,126.67338879
1028,산수오거리(연천),2584,2504,60,20,35.15640394,126.93138094
4598,용전,2584,1624,507,453,35.23861800,126.89612800
4047,석수정,2570,1727,427,416,35.24186940,126.87225967
4020,대원정사,2569,1799,395,375,35.22716944,126.88396111
4396,용봉현대1차아파트,2567,2290,242,35,35.17714738,126.88904281
2326,칠성마을사거리,2555,2309,227,20,35.16705010,126.86367600
5501,금호전기,2536,2473,59,4,35.20672900,126.80461600
5570,하남파출소,2535,2383,150,2,35.18266300,126.79479100
3028,석교삼거리,2528,2525,3,0,35.09339882,126.81472480
3283,신기교,2516,2387,118,11,35.10180660,126.89545440
4555,향토문화거리입구,2509,2316,189,4,35.16763611,126.91621111
5036,남동,2499,2493,5,1,35.17953056,126.68210000
5050,본량초교,2491,2020,344,127,35.17925278,126.72300278
1072,교동,2480,1405,543,532,35.08997010,126.95068700
5486,평동역(동),2478,2172,261,45,35.12481125,126.76878231
5081,입석,2476,2474,2,0,35.18863056,126.74015278
4500,임동오거리,2469,2193,271,5,35.15979500,126.89807600
5351,신등,2463,2167,273,23,35.19529735,126.77056513
5051,본량초교,2450,1602,118,730,35.17917778,126.72303333
1140,학강교,2408,2336,63,9,35.13968275,126.91932337
5116,경제고용진흥원,2406,2380,25,0,35.20886389,126.81498333
4245,문흥중앙초교,2399,2093,213,93,35.18349606,126.92166283
4308,장동마을,2398,925,737,736,35.21431579,126.93334847
2043,발산,2397,2282,110,4,35.16026700,126.89207000
3006,농막,2381,1640,372,369,35.08268600,126.80771010
1125,서남대병원,2379,2113,259,7,35.14454000,126.91449600
4501,임동오거리,2368,2239,126,3,35.15968900,126.89754400
4363,오치한전옆,2363,2069,269,25,35.18413654,126.90712691
4404,유창허니문,2351,1802,544,5,35.17741667,126.89885556
5067,신촌(본량),2337,2333,2,2,35.18707778,126.68223333
4465,오비맥주,2324,1849,449,26,35.19846389,126.88577778
5696,옥동차량기지,2323,2176,77,70,35.12103056,126.75954674
5571,하남파출소,2317,2236,71,10,35.18180600,126.79512800
4397,용봉현대3차아파트,2313,2172,129,12,35.18134344,126.89561150
4585,서림초교입구,2300,1780,299,222,35.16059700,126.90003800
2142,용두입구,2294,2035,250,10,35.09966247,126.82173549
1145,양림교,2292,2067,197,28,35.14193626,126.91746447
5426,교통공원,2288,2004,254,30,35.21751697,126.85500296
2208,화니미지로,2277,1668,365,244,35.16603100,126.84764100
4405,유창허니문입구,2272,1744,521,8,35.17916576,126.89802022
5339,비시동,2268,2146,121,0,35.21349444,126.75695833
5502,신흥목재포장,2256,2218,39,0,35.21638333,126.80959722
4056,신용마을,2250,2109,136,4,35.24368900,126.87833200
5762,수완진흥더루벤스,2250,2128,114,8,35.19599735,126.81279422
1081,너릿재공원,2246,1762,274,210,35.08111944,126.95180833
5563,하남삼성전자,2235,2052,180,4,35.20240556,126.80672222
5142,신동마을,2229,980,624,624,35.10980697,126.69288611
4583,용봉동성당,2208,2115,89,3,35.17942109,126.89547616
1079,육판리,2207,1336,439,432,35.09176250,126.94218440
5859,아르네코리아,2207,1597,402,208,35.11657200,126.77093200
4029,두촌,2196,1301,510,385,35.24676111,126.92253333
5057,북성,2189,2182,4,2,35.17648056,126.71196667
5664,삼광실업,2183,1782,225,176,35.13671698,126.76758795
5592,우치,2170,1654,373,143,35.13834269,126.66716705
5238,샛터마을,2167,1964,195,8,35.15129444,126.75650842
5349,성내,2150,1900,242,8,35.21803900,126.74958900
4625,첨단과학산업단지,2142,1889,252,1,35.20353200,126.86435300
1075,내남입구,2137,2043,93,1,35.09606858,126.94061668
5488,평동우체국,2134,1713,302,119,35.12453056,126.76125000
2041,담배인삼공사,2128,2036,89,3,35.15477836,126.89142689
5489,평동우체국,2126,1533,380,213,35.12457691,126.76148611
5390,천동(광산구),2110,2070,39,1,35.21048889,126.76117778
4358,오정초교입구,2106,1744,226,137,35.18373889,126.91195278
3042,양과동,2103,2025,78,0,35.08508700,126.87208010
5381,임곡정수장,2095,1142,517,436,35.21512500,126.74675000
2109,매월동(북),2094,1328,446,321,35.11275819,126.84432739
5419,첨단우리은행,2078,1344,390,343,35.21793968,126.84534741
5328,광일고,2072,1589,273,210,35.21991111,126.74297500
5143,운평,2071,1997,69,5,35.15303600,126.73164100
5364,오룡,2068,1548,263,257,35.25030000,126.74281389
5055,본량학생야영장,2059,2054,4,0,35.19588500,126.68209800
4423,서방시장(서),2053,1957,92,4,35.16717616,126.91827969
1076,남계촌,2051,1895,154,2,35.09358980,126.94168850
4106,지산마을,2049,1522,312,215,35.23178500,126.89677200
5069,예림,2047,1992,32,23,35.16950278,126.69513611
2107,마현,2043,1311,396,336,35.09537533,126.81492884
5594,쌍내,2041,1941,82,17,35.13633333,126.66355278
5542,장덕농협,2039,1905,133,1,35.19080833,126.80895833
4484,일동초교,1999,1177,799,22,35.20650117,126.89438238
3056,이장2동,1982,1688,293,0,35.08826944,126.85782778
4289,석곡파출소,1980,1904,64,11,35.21392324,126.94856274
5076,월산(본량),1977,1913,63,1,35.19842800,126.68123600
3029,석교삼거리,1976,1238,369,368,35.09339900,126.81464000
5161,송정시장,1974,1903,62,8,35.13806400,126.79750000
4452,마당고개,1966,1870,91,5,35.19090833,126.87727500
2096,구룡(대촌),1965,1543,214,208,35.09470918,126.81364655
5007,도산파출소,1957,1807,144,6,35.12873917,126.78548372
5869,선운중학교,1957,1813,130,14,35.14858453,126.77529081
5018,용봉마을,1937,1765,163,8,35.07411667,126.76979444
4591,구시청사거리,1935,1817,115,3,35.16408333,126.91563889
5786,동곡송정마을입구,1922,1058,862,2,35.10207840,126.79347730
5091,황산,1910,1562,162,185,35.17813889,126.71738056
4200,광주박물관,1901,1619,280,3,35.18645500,126.88330400
4290,석제,1897,1876,21,0,35.18031944,126.99898333
4538,중흥시장,1887,1838,39,10,35.16099298,126.91044560
5525,세방전지,1866,1716,83,67,35.18837500,126.79510278
2098,종합유통단지,1864,1848,16,1,35.11529167,126.85871389
5693,광주지방경찰청,1859,1762,96,1,35.15436081,126.79949120
5234,박호동,1846,1321,315,210,35.16410010,126.74067900
2125,서창농협 벽진지점,1831,1635,178,18,35.13313611,126.83047222
2336,운리초교입구,1828,1593,220,14,35.12251500,126.86356000
4503,임동한국아델리움2차,1822,1699,109,14,35.16420200,126.88756100
2122,서부농수산물도매시장,1821,1783,31,7,35.11726900,126.85778900
3059,지석사거리,1808,1742,58,8,35.08107500,126.83341887
5130,도림,1803,1531,159,113,35.16655000,126.70096389
4391,용봉모아아파트,1802,1688,111,2,35.17772328,126.89536945
4126,풍기산업,1800,735,538,528,35.23508611,126.86697778
3163,이동,1800,1760,36,3,35.10260833,126.85511389
5504,단전,1791,1685,106,0,35.18349000,126.79704300
4579,일곡대림2차아파트,1787,694,649,445,35.21041824,126.89934387
4088,용전,1778,1295,274,209,35.23860700,126.89598100
5660,송촌동,1768,1388,220,161,35.13861667,126.77627778
4297,신촌 윗길(4수원지),1768,1321,216,231,35.18580900,126.95805100
1074,내남입구,1760,1645,98,17,35.09593762,126.94038707
2211,김대중컨벤션센터,1759,1644,112,4,35.14539700,126.83957500
5562,하남삼성전자,1751,1657,92,2,35.20220278,126.80793611
5356,신촌 아랫길(임곡),1749,1748,1,0,35.22065600,126.77352000
5004,도산동,1748,1642,93,13,35.12701872,126.78417834
4267,4수원지위,1747,1730,14,3,35.15681200,126.96234900
5953,광주그린카진흥원입구,1743,869,458,416,35.19421505,126.79125385
5892,진곡공원,1743,684,531,528,35.20973778,126.78385046
5086,흑석,1738,1355,203,180,35.19586667,126.75085556
2149,신용,1737,1289,228,219,35.09676111,126.81599167
5032,가마,1732,1689,42,0,35.17136300,126.70304500
5024,창교,1726,956,392,378,35.08670974,126.77256743
1080,육판리,1723,1689,28,6,35.09204100,126.94248960
5115,경제고용진흥원,1707,1665,41,1,35.20901389,126.81444167
4324,충장사(북),1685,1325,196,165,35.16200556,126.98018611
4040,산업인력공단사거리,1680,1532,148,0,35.22799577,126.85788841
5028,하선,1671,1228,235,208,35.11094257,126.77964311
2199,유덕치안센터,1653,1620,33,0,35.16586800,126.85482500
5043,맥동,1642,1370,236,36,35.20278056,126.75385278
4232,문흥금호아파트,1631,1462,125,45,35.19076258,126.92660880
5106,수완자동차매매단지,1625,1296,264,65,35.20735344,126.83341801
5538,원예농협,1601,1511,90,0,35.20617500,126.79701111
5374,월봉서원입구,1595,1270,164,161,35.23633056,126.73802222
2358,보훈회관(서),1594,1527,57,9,35.15167236,126.83664874
5022,유림,1561,1059,290,212,35.10179577,126.77811083
4302,용호(북구),1559,1426,119,14,35.21098376,126.94567940
4017,단지마을,1558,1353,171,33,35.24610556,126.92618056
5090,황산,1555,1222,163,170,35.17807500,126.71741111
4592,도선사입구,1547,969,301,278,35.19542834,126.93599569
2141,용두입구,1546,1045,292,209,35.09963894,126.82165454
4588,용산마을,1546,1364,115,66,35.24425100,126.88606300
5123,내기마을,1525,1473,51,1,35.11171600,126.69141500
5330,내등,1519,958,341,220,35.18902778,126.76171944
3039,시산,1505,1048,233,224,35.08595278,126.80780000
2159,발산교(북),1503,1358,142,2,35.15941000,126.89507900
5466,대덕마을,1502,1354,148,0,35.11362015,126.71240155
4636,광주교도소,1501,1452,44,5,35.21423084,126.91053866
4516,대인광장(북),1485,1429,51,4,35.15670292,126.91223727
3024,상촌,1483,937,338,208,35.07400833,126.82255278
5049,본량삼거리,1482,1042,349,92,35.17971111,126.72568056
5334,방혜,1481,1453,23,4,35.19303700,126.77428400
5772,두산,1480,1251,116,113,35.10864500,126.76075300
5251,송산유원지,1478,1375,69,34,35.15833611,126.73818611
4243,문화근린공원,1465,1330,111,24,35.18252222,126.91874167
4618,용전입구,1460,992,241,226,35.24091056,126.89544579
2039,농성중흥파크,1453,1379,69,4,35.15625687,126.89219175
1103,용산교(동구),1452,978,261,213,35.12075556,126.93136389
5053,본량파출소,1443,1398,11,34,35.18124167,126.73060278
4059,앰코코리아,1433,1393,37,3,35.22977500,126.85189722
3231,구암,1433,1380,49,4,35.10364444,126.89753611
5681,명화전자,1430,1005,217,208,35.13023084,126.76722911
5862,평동역(남),1428,1377,48,3,35.12463749,126.76797474
4300,어운,1419,984,225,211,35.22670100,126.94548200
5118,한국단자공업,1419,997,214,208,35.21366667,126.81695833
5474,옥동,1415,1397,10,7,35.12541520,126.75863851
2124,서부자동차매매단지,1413,1378,24,11,35.11423000,126.85619600
5360,연동 서길,1400,1249,150,0,35.20448889,126.77246111
5626,광암복림,1397,963,213,221,35.14774874,126.69116360
4012,한국전자통신연구원,1393,1284,107,2,35.22555207,126.84448678
2184,극락초교,1390,825,280,286,35.16660010,126.85834400
2029,마재호반아파트,1383,1070,228,85,35.12639400,126.85599200
