정류소번호,정류소명,총계,성인 승차 인원,청소년 승차 인원,어린이 승차 인원,위도,경도
4365,용봉중,103631,82157,18798,2676,35.18713743,126.90934128
4451,중앙여고,103594,54362,48204,1028,35.17594705,126.88575384
4132,한국생산기술연구원,103540,50778,28244,24519,35.22702539,126.84818304
5188,신가중,103262,85750,16505,1007,35.18621944,126.83687222
3206,남구청,103230,87901,14359,970,35.13157500,126.90256500
3287,효천초교,101753,49294,30724,21735,35.10032045,126.88350325
2045,상록회관,101667,95033,6129,506,35.15375628,126.88659827
3211,무등시장입구(남),101252,90553,10056,643,35.13367413,126.89577576
4061,광주은행양산동지점,100885,86047,13611,1227,35.21108302,126.87558314
2165,양동시장역(남),100513,95075,4139,1300,35.15374137,126.90036283
2262,풍암우미아파트,100260,84215,13607,2437,35.12649546,126.88241149
4378,오치한전(북),100126,91628,8143,355,35.18598889,126.90511944
2205,한국병원,100056,90031,9163,862,35.15711740,126.86931456
4084,용두주공,99838,74262,23371,2206,35.21234468,126.87051819
4037,산업인력공단,99802,56361,25555,17886,35.22879077,126.85671944
4345,용봉초교,99606,77838,20926,843,35.16999663,126.89975364
5191,신창동우체국,99457,79095,19327,1034,35.18924700,126.83713000
5189,신창용수마을,98990,82108,15552,1331,35.19855781,126.84382892
2298,유니버시아드힐스테이트,98575,81126,16537,912,35.14770833,126.88485833
4357,31사단,98137,90176,7294,667,35.19453509,126.90407844
5427,남부대,96693,68385,27390,917,35.20687877,126.84301409
5451,첨단롯데마트,96233,67935,16526,11772,35.21663333,126.85267778
2316,화정남초교,96051,82935,11955,1161,35.13919444,126.87316944
4156,동천우미린아파트,95233,81055,13136,1042,35.17163600,126.86787200
3102,주월주택단지(남),94834,84788,9647,398,35.13526912,126.89868817
4157,시립장애인복지관,94762,85310,8614,838,35.18660918,126.86739129
1152,학동증심사입구역,94754,83410,9269,2075,35.13432309,126.92725862
5185,신가주공아파트,94187,68715,24588,885,35.18422010,126.83277400
3275,송화마을5단지,93714,64028,21770,7916,35.10628526,126.90640522
4255,삼각그린타운,93671,60816,29893,2961,35.19623817,126.90011609
5014,도산동주민센터,93613,58475,21890,13249,35.12897935,126.79281322
3218,주월중입구,93546,71947,18513,3086,35.12840891,126.90440699
2253,월드컵경기장,93439,81603,10021,1814,35.13586082,126.87401667
2268,풍암한신아파트,92829,75627,16426,777,35.12273815,126.87690432
3177,월산4동,92571,82627,9384,561,35.14414122,126.89175776
2166,양동시장역(남),92312,88082,2720,1510,35.15360526,126.90061379
5437,보훈병원후문,91985,73519,16896,1570,35.20870556,126.84951111
2245,마재우체국,91597,64109,26804,684,35.12407184,126.86360718
4159,덕산아파트,91325,79596,11283,446,35.16883056,126.93157500
4427,서영대,90688,64750,25686,252,35.17567603,126.87067912
4511,광주은행북부지점,90535,84375,5982,179,35.15617222,126.90354443
4373,오치주공,90525,77276,11596,1654,35.18725800,126.90298800
5297,목련마을6단지,90518,68355,21823,339,35.17651800,126.81781300
5763,하남초교,90510,44923,29262,16326,35.17913700,126.79944000
4066,양산타운,90069,77465,11720,884,35.21197800,126.87286300
2065,모아제일아파트,89921,72074,15934,1914,35.15826900,126.86135300
4386,성산맨션,89769,78624,10493,653,35.18134839,126.91140690
3150,남선산업,89563,64888,18432,6243,35.10765833,126.88488056
5184,신가우미아파트,89265,72618,15851,796,35.18503611,126.83574167
4166,청명아파트,88857,69892,18242,723,35.16986944,126.92691389
4613,첨단휴먼시아,88630,71405,16621,604,35.20799300,126.85857200
1042,문화전당역,88244,75670,11838,735,35.14545686,126.91909607
5700,수완우미린2차,87566,59782,23480,4304,35.20033466,126.82062551
4180,문흥고가,86742,73659,11332,1751,35.18144444,126.92867500
3282,시립제2요양병원,86728,54199,16561,15968,35.09464650,126.89778140
4490,광주기아챔피언스필드,86245,76001,9312,932,35.16862600,126.89023200
5283,우산시영2단지(동),86119,77622,7907,590,35.15881929,126.80249215
5701,수완우미린2차,86093,71796,11438,2859,35.20037380,126.82012603
2311,염주체육관,85651,72742,11171,1738,35.13815847,126.87710287
2076,금호초교,85594,68271,16153,1170,35.14316100,126.85751100
4612,첨단휴먼시아,85201,73860,10490,852,35.20798800,126.85889400
4212,중외마을,85137,70751,13972,415,35.18746504,126.89553266
5274,광주여대,85135,77185,7448,502,35.16439970,126.80198583
2285,화정현대아파트,84812,72056,12039,717,35.15431389,126.87663333
5459,첨단호반3차아파트,84642,68189,15035,1418,35.21128777,126.84899072
5321,하남중,84252,69941,12651,1660,35.16655335,126.80510595
1055,법원,84181,78878,4638,665,35.14993300,126.93318100
4398,용봉현대3차아파트,84002,69543,10551,3908,35.18165544,126.89545948
1021,두암지구입구,82966,72903,9352,711,35.15917061,126.93078725
3225,서남하이츠(국제양궁장),82911,64345,16979,1587,35.13190059,126.89060220
4097,은혜학교,82590,46291,18515,17784,35.23262500,126.85015000
1108,동구문화센터,82346,60033,19790,2522,35.12844000,126.93052100
3116,구남구청,82218,61365,18715,2138,35.12410746,126.90863448
2243,동명회/송원고,82026,37892,37772,6361,35.11401111,126.86989167
4054,신용두,81685,66593,12117,2975,35.21457292,126.87572163
4191,삼정초교,81319,73436,7222,660,35.16598333,126.93703611
5198,전남공고입구,81238,66956,13987,295,35.19513220,126.84708612
2061,5.18기념공원,80918,66418,11640,2861,35.15609737,126.85472939
4497,임동농협,79995,73004,6068,923,35.16249200,126.89763500
2022,금호모아아파트,79776,65813,11892,2071,35.13246872,126.86447069
1157,학2마을아파트,79354,69676,7489,2189,35.13159444,126.92876111
2252,원광대한방병원,79128,69540,8424,1164,35.12913611,126.88506389
2066,상무1동주민센터,79119,72271,6488,361,35.15289429,126.86959808
5432,무양서원입구,78925,61318,16764,843,35.21101409,126.84301409
4065,양산타운,78923,62327,15519,1077,35.21175700,126.87237600
4412,전대치과병원,78823,53771,24894,158,35.17175278,126.90232500
5228,매방골,78768,49440,24552,4776,35.15156111,126.77669722
4472,유격훈련장,78527,58044,12570,7914,35.21298101,126.90096187
5202,공항역,78513,65823,11397,1293,35.14410716,126.81248461
5193,신창부영1차아파트,77824,65449,12146,229,35.19044360,126.83856964
3106,모아2차아파트,77571,63904,12561,1105,35.12808684,126.91414799
1020,두암지구입구,77363,69038,7374,952,35.15900731,126.93121457
4609,일곡현대3차아파트,77196,58993,12335,5868,35.21094167,126.90104444
2075,서광주세무서,77052,70185,6184,683,35.15104444,126.86321944
2087,운천역,77035,67700,8348,987,35.15019500,126.85781600
5656,농산물품질관리원,76882,58075,11657,7150,35.21788889,126.84700833
4466,살레시오고,76310,20489,50226,5595,35.21667778,126.89463611
2062,5.18기념문화센터,76202,52984,20683,2536,35.15873333,126.85844444
5006,도산파출소,76186,33988,21767,20431,35.12843056,126.78534722
5187,신가중,76185,56304,18727,1155,35.18640100,126.83715600
2092,공구단지,75999,45811,15591,14597,35.11970400,126.85892400
3104,주월주택단지,75905,68315,7173,417,35.13581636,126.89789223
4565,서방사거리,75777,67972,5471,2334,35.16505862,126.91873726
4344,용봉초교,75548,66209,8471,869,35.16977133,126.89948726
4183,대주빌라,75488,63527,9500,2461,35.16947778,126.93723611
2256,풍암금호아파트,75440,63298,11346,796,35.12451841,126.88351341
5209,송정파출소(북),75198,62246,10841,2111,35.14397573,126.80300189
4622,첨단2호반아파트,75146,66763,8129,253,35.20791506,126.86416706
4153,동천마을1단지,75103,66466,7799,838,35.11965233,126.83247864
2286,화정현대아파트,75043,67319,6881,844,35.15393611,126.87674722
5154,상전,74964,58419,11920,4624,35.13824722,126.79987778
5261,정광고입구,74331,44962,27764,1605,35.15278611,126.79298889
1002,계림사거리,74136,66697,5889,1551,35.16229444,126.92002500
4615,신용초등학교,73545,43108,29768,668,35.21059595,126.85858964
3222,무등시장입구(남),73462,65724,7075,664,35.13376963,126.89503734
2325,무등교회,73135,41250,17319,14566,35.12773000,126.84761000
5151,송정모아아파트,72807,58458,11291,3058,35.14107500,126.80200000
5312,영천초교,72635,59179,11826,1630,35.17184723,126.81197700
2248,신암마을,72630,58263,12669,1698,35.12147207,126.88455441
4393,용봉우미아파트,72297,66379,5198,721,35.17765613,126.90082472
1049,서남동주민센터,72198,64104,7150,944,35.14486111,126.92378056
4080,양산호수공원,71001,59584,10557,860,35.20490891,126.87370469
2064,모아제일아파트,70769,52633,17211,925,35.15840500,126.86151600
4614,신용초등학교,70463,56659,12975,830,35.21057847,126.85891962
4253,국제고,70372,47487,21474,1412,35.19972426,126.89999359
2354,보건환경연구원,70290,59544,10288,458,35.14516100,126.87193900
5282,우산시영2단지(동),69979,61900,7206,874,35.15889591,126.80297183
2164,돌고개역(동),69922,63527,5908,487,35.15223056,126.89630000
2223,상무쌍용금호아파트,69716,49335,13791,6590,35.15070102,126.84753766
5291,극락강역입구,69654,63887,5542,225,35.17864152,126.82956599
4370,서산초교,69520,61046,7816,658,35.18860278,126.90524167
2068,상무호반3차,69484,48662,18660,2162,35.15948757,126.86305652
5169,극락강역입구,69226,60845,7480,902,35.17898725,126.82913621
5319,영천마을9단지,68505,61804,6135,566,35.17549401,126.80839567
4462,체육고/폴리텍5대학,68409,52781,14106,1522,35.18272076,126.88100748
4062,광주은행양산동지점,68147,56680,10937,530,35.21094054,126.87564961
2260,풍암사거리(동),68024,56219,10996,809,35.12247940,126.86138927
5318,대반초교,67898,58591,8530,777,35.17478317,126.80989175
5176,산동교,67837,59185,7842,810,35.18966555,126.85760918
5523,역산공원입구,67684,58765,8311,608,35.16749414,126.80246399
2302,서광주우체국,67670,52088,14956,626,35.14615800,126.87246900
5458,첨단호반3차아파트,67352,44985,14360,8007,35.21146944,126.84863333
4429,동천마을6단지,67278,58062,8901,315,35.17179077,126.87081523
2019,서창농협,67259,53966,12461,832,35.13250745,126.85852069
2186,기아자동차,67114,60615,5956,544,35.15815336,126.87699434
4155,동천우미린아파트,66910,52082,14036,793,35.17187045,126.86928621
2295,화정사거리,66364,57539,8467,359,35.15025190,126.87832049
2180,광천E편한세상,66339,46037,12373,7930,35.16578611,126.87610000
3196,동신대한방병원,65985,55006,9549,1430,35.15016400,126.89620500
2176,광명하이츠후문,65865,58365,6814,686,35.16171300,126.86666800
5453,첨단부영아파트,65802,50828,12761,2213,35.21133860,126.84583544
5767,광주무역회관,65510,58695,6496,319,35.16106374,126.80980316
4186,두암주공아파트,65479,60428,4233,817,35.16375010,126.93712300
3126,봉선삼익아파트(남),65473,47924,16074,1475,35.12370500,126.91245100
4550,북구차량등록민원실,65324,59582,5420,322,35.17258771,126.91226245
4620,신용중입구,65192,57340,7425,428,35.21167781,126.86408126
5250,송산유원지,64921,30882,17904,16135,35.15833611,126.73813889
5450,첨단롯데마트,64733,56083,7980,670,35.21666111,126.85289722
4450,제2광천교,64625,57867,6224,535,35.16999955,126.88421829
5208,송정파출소(북),64040,54976,7696,1368,35.14366050,126.80321186
2292,주월초교,63954,56316,6734,904,35.14330000,126.88411600
3261,진월저수지(동),63470,51493,9444,2533,35.11355000,126.90494906
4215,금호아파트,63335,38991,13791,10553,35.18143889,126.93335278
5443,전자공고,63252,37652,25223,377,35.20603900,126.84448800
3178,월산4동,63184,53757,8587,840,35.14518405,126.89048457
5225,동명고,63132,16749,37057,9327,35.15504605,126.73918630
4561,교육대,63029,55837,4430,2762,35.16401505,126.92325354
2037,농성1동주민센터,62999,56161,5091,1748,35.15656111,126.89055556
5766,도천저수지,62918,49415,11580,1923,35.21204514,126.82754968
1058,동산아파트,62906,57816,4877,214,35.15146389,126.93663333
2299,화정중,62892,43747,17826,1318,35.14533889,126.88216389
2250,운리마을,62884,40954,14474,7456,35.11521389,126.86776944
5423,첨단초교후문,62856,42535,12963,7357,35.22111010,126.83981300
2056,상공회의소,62663,50635,11852,177,35.15118406,126.88637902
2052,건강협회,62454,55955,6174,325,35.14841271,126.88804607
5448,첨단라인8차아파트,62154,51770,9229,1155,35.21503771,126.83454281
2264,풍암저수지,61806,47946,11401,2459,35.12559167,126.87013889
5710,성덕교,61242,46903,13425,913,35.19085846,126.82523104
4529,광주역(동),61098,56877,4102,118,35.16395818,126.90974301
4479,일곡청솔4차아파트,61093,51894,7371,1828,35.20687105,126.90114894
2279,해태아파트,61033,54275,6497,260,35.15745278,126.87483889
4162,동강대후문,60592,50533,9858,202,35.17044722,126.92485278
4384,삼원맨션,60465,55835,4044,586,35.18081944,126.90222778
1010,서방사거리육교,60279,56587,3282,410,35.16374810,126.91980700
2070,쌍촌역,60170,53616,6392,163,35.15171272,126.86845172
3122,봉선대화아파트,60135,47526,11078,1532,35.12483400,126.90672700
4057,신흥택시,60051,49274,9665,1112,35.20849987,126.87391591
5236,보문고,59966,28100,30554,1312,35.15178500,126.77991200
5320,영천마을9단지,59861,53234,6395,232,35.17536812,126.80873755
1001,계림사거리,59836,52719,6272,845,35.16240965,126.92022720
2271,상무1동주민센터,59711,53453,5681,577,35.15269444,126.86936111
5279,소촌금호아파트,59238,46407,11629,1201,35.15424152,126.80742155
1031,산수2동주민센터,59209,53859,5125,225,35.15383056,126.93647222
2293,주월초교,59176,50449,8221,507,35.14322500,126.88392200
3089,송림주택,58587,45257,12682,648,35.13108611,126.91798889
4532,순복음교회,58208,50039,6638,1532,35.16314560,126.91379521
2274,신세계백화점,58159,54690,3219,249,35.15846520,126.88330633
3130,봉선삼익사거리,57960,48223,9100,637,35.12675556,126.91120000
5714,산정초교,57503,43994,10174,3335,35.17245389,126.80191531
4305,무등산국립공원(원효사),57494,49141,4921,3431,35.14639722,126.98712778
1009,서방사거리육교,57492,53385,3805,302,35.16369444,126.91955278
5218,광주인력개발원,57143,45471,10755,918,35.15733611,126.79631667
5244,소촌금호아파트,56834,49305,6901,628,35.15290833,126.80718889
4375,오치초교,56798,49328,7103,367,35.18578333,126.89850278
2344,라마다호텔,56769,47926,7931,912,35.15140495,126.85077579
5728,수완중흥S-클래스 1차,56457,48281,7803,374,35.18172700,126.81770000
5708,수완중흥S-클래스 2차,56453,40612,14873,969,35.18342172,126.81394922
5706,수완새한포유,56286,38200,16904,1182,35.18751333,126.81420500
4493,북성중,56241,49257,6458,525,35.15855774,126.90171561
4144,동천동주민센터,55998,43563,11107,1328,35.17006944,126.86357778
2073,운천역,55797,48502,6753,542,35.15029700,126.85656000
4070,양지초교,55772,47895,6787,1089,35.20832500,126.87883900
4207,용봉쌍용아파트,55692,48919,6443,330,35.18755556,126.88965278
1052,매일시장입구,55602,49593,5538,471,35.14828056,126.93179444
5722,은빛마을,55536,48283,7005,249,35.19052079,126.83075262
5761,수완진흥더루벤스,55457,30416,14322,10719,35.19540413,126.81296626
4390,용봉한화꿈에그린,55372,49597,5380,396,35.18105076,126.90430546
2187,기아차정문,55281,37641,9576,8063,35.16459722,126.87709167
4236,문흥라인아파트,55247,49029,5751,467,35.18608876,126.92372740
3135,조봉초교,55026,47858,6156,1012,35.12284200,126.91168800
5734,고실마을,55016,36086,17835,1095,35.19630500,126.81545500
5424,폭스존,54925,27524,14825,12577,35.22096389,126.85273056
2063,5.18기념문화센터,54416,32740,19830,1846,35.15888889,126.85839722
5730,광주농수산물유통센터(서),54275,41433,12127,716,35.18423500,126.81737200
5182,신가사거리,54007,44982,8677,348,35.18003056,126.83099722
4480,일곡초교,53706,35465,14754,3487,35.20636389,126.89774722
1054,법원,53624,48024,4894,707,35.15040556,126.93306111
2288,광주광역시교육청(광덕고),53384,42434,10029,921,35.14762879,126.88065154
2053,건강협회,53293,48287,4733,273,35.14847200,126.88843500
2304,염주사거리(동),53007,40956,11701,350,35.14286600,126.87612600
5174,보건대후문,52993,45308,7524,160,35.19164969,126.84289388
4185,두암라인동산아파트,52973,43383,7737,1852,35.17166111,126.93538889
5099,비아119안전센터(서),52738,37047,14703,988,35.22015556,126.82284722
1040,호남맨션,52489,46105,5436,947,35.15771700,126.93544300
4533,순복음교회,52292,43758,7417,1117,35.16291929,126.91367433
3278,송화마을3단지,52262,39675,9641,2947,35.11042154,126.90459967
3085,방림삼거리,52237,46845,5013,380,35.13344209,126.91818219
5705,성덕마을,52157,46997,4652,508,35.19096654,126.81655691
5522,역산공원입구,51901,44383,7048,469,35.16735496,126.80200736
2145,전남고입구,51703,41679,9256,769,35.14421200,126.84385900
4520,롯데백화점,51442,48782,2270,389,35.15431111,126.91055833
4109,지산중,51313,31885,12975,6453,35.21628086,126.88138142
4442,문화예술회관,50814,38886,11302,627,35.17546900,126.88190800
2294,화정사거리,50394,43913,6034,447,35.15002660,126.87827978
4521,북성중,50350,44702,5343,305,35.15781271,126.90408084
5850,선운휴먼시아,50063,40146,6898,3018,35.14834940,126.77893070
2082,가톨릭대평생교육원,50020,42857,6339,824,35.14939064,126.87083152
2229,상무한국아파트,49820,27565,12381,9875,35.15507500,126.84605800
1155,삼익세라믹,49616,39115,8010,2491,35.13054167,126.92920556
5440,산월초교입구,49539,38349,8314,2877,35.21219722,126.83681111
3121,문성고,49469,30007,17936,1526,35.12203200,126.90721200
5699,수완보건지소,48865,25072,14146,9647,35.19744179,126.82543426
5435,보훈병원,48721,41671,6934,116,35.20652018,126.84806513
5574,한국알프스,48661,31466,8889,8306,35.19656944,126.79934444
5248,소촌스위트밸리,48595,38662,9013,920,35.15773333,126.79292222
4169,광신아파트,48255,40663,5999,1594,35.17614049,126.92885508
4505,임동한국아델리움1차,48011,43486,4131,394,35.16668333,126.89178889
2307,염주사거리(서),47896,40799,6764,333,35.14354122,126.87400594
4023,국립광주과학관,47877,25438,14615,7824,35.22776100,126.85040400
3246,효덕동주민센터,47796,37426,8854,1516,35.11215278,126.90051389
2020,서창농협,47719,33241,12873,1605,35.13219997,126.85846341
2026,마재부영아파트,47685,38381,8927,378,35.12421164,126.85971954
4489,광주기아챔피언스필드,47417,41179,5343,894,35.16847100,126.89065800
4161,동강대후문,47350,38466,8617,267,35.17039722,126.92441667
3084,방림삼거리,47297,38337,7376,1584,35.13377207,126.91853649
2054,농성파출소,47217,42810,4009,398,35.15002163,126.88906781
3172,기독병원,47112,43059,3732,321,35.13689444,126.91392222
5214,아리랑고개,47089,39918,6209,963,35.14991899,126.80723583
2018,금호도개공아파트,46952,35877,8797,2279,35.13246944,126.86156111
5416,첨단도서관,46702,35363,9657,1682,35.21703713,126.83148553
3117,구남구청,46589,39260,6710,620,35.12358684,126.90922922
4104,용전사거리(북),46508,32574,7934,6000,35.23665500,126.89340100
5257,아리랑고개,46422,37861,6827,1734,35.15007134,126.80741245
2174,계수,46404,38191,7255,957,35.16266111,126.85778056
5455,첨단생활체육공원,46157,40100,5635,422,35.21003511,126.85158487
1168,홍림교,46099,36927,4008,5164,35.13170833,126.93594444
4537,중흥시장,45742,27154,9735,8853,35.16072865,126.91022730
5317,대반초교,45539,34682,10105,751,35.17505945,126.81011234
3115,남구문화예술회관,45316,38711,5284,1321,35.12214722,126.91765278
4240,문흥지구입구(서),45150,22791,11496,10863,35.18960143,126.93346981
2131,김대중컨벤션센터(마륵)역,45076,38967,5394,716,35.14270966,126.84009597
4438,광암교입구,45033,39998,4676,359,35.17114722,126.87676389
5580,흑석사거리(서),44922,38967,4581,1374,35.18002800,126.80669400
3166,인성고,44845,17009,27279,557,35.10324222,126.87907406
5289,광산구노인복지회관,44829,37362,6701,766,35.17170556,126.81568661
2309,염주주공,44800,38809,5423,567,35.13998611,126.87604444
5541,월곡2동주민센터,44678,23847,12791,8040,35.17219167,126.80583056
2194,삼우아파트,44537,22707,11738,10092,35.16595833,126.87046111
5913,공군부대후문,44446,19770,13189,11488,35.12581000,126.78772800
5181,신가사거리,44444,38492,5810,142,35.17976579,126.83119847
4258,원삼각마을삼일아파트,44401,37948,5951,502,35.19863611,126.90345556
5702,수완현진에버빌1차,44327,34547,9467,314,35.19487223,126.82316947
3108,봉선1동주민센터,43998,38784,4743,471,35.13105494,126.91084540
4559,전대동창회관,43928,41217,2594,117,35.16613786,126.91439770
2027,마재종원아파트,43838,19436,17124,7277,35.13013889,126.85502222
4413,용봉2휴먼시아아파트,43777,36537,7058,182,35.17223187,126.89772242
4094,우치공원,43714,31245,10096,2373,35.22537900,126.90064400
1069,지산2동주민센터,43600,39743,3414,443,35.14769900,126.93576700
5280,우산리버힐아파트,43588,35290,7231,1067,35.15783333,126.80680556
5430,무양서원,43409,31369,11379,661,35.20872135,126.83974885
1137,518민주화운동기록관,43337,36450,6316,571,35.14942900,126.91627100
2323,상무해광한신아파트,42812,19717,12404,10691,35.15370262,126.84283287
3197,동신대한방병원,42803,37648,4968,187,35.15005800,126.89644500
2012,금호한국아파트,42788,35472,6597,718,35.13347778,126.85909444
4280,등촌,42751,21305,11097,10349,35.17442700,126.96413800
5311,영천초교,42383,35637,6198,548,35.17207778,126.81162778
3216,호남삼육고입구,42348,34013,7702,633,35.12972618,126.89810009
5103,비아호반아파트,42310,27518,12571,2222,35.22327010,126.82421010
4403,유창허니문,41931,38087,2919,926,35.17732222,126.89896944
1061,동산초교,41616,37502,3466,648,35.14933333,126.93644167
2343,상무역(북),41424,30025,7433,3966,35.14735856,126.84880166
5433,방송통신대,41278,33469,5959,1851,35.20963889,126.83714722
1059,동산아파트,41152,37712,2988,453,35.15148700,126.93681800
2146,전남고입구,41041,27742,12025,1275,35.14483500,126.84447300
3162,송원대,40684,27446,11313,1925,35.11073975,126.87679992
3110,봉선라인광장,40679,36206,4339,133,35.12793246,126.91010996
4211,전남공무원교육원,40272,33350,5945,977,34.97521200,127.16487300
5221,금호타이어,40241,35196,4279,766,35.14468333,126.79033611
4509,제2광천교,40136,37215,2660,261,35.16997689,126.88456829
5401,쌍암공원,40064,35588,4073,403,35.22189827,126.84125987
3199,무진중,40052,35889,3619,544,35.14462500,126.90051667
5239,샛터마을,39954,20414,10157,9383,35.15102222,126.75668611
4562,기산복합상가,39811,36316,3161,335,35.16458889,126.93103889
5420,첨단초교,39423,30348,7112,1963,35.21889323,126.83723563
2117,상무역,39397,34610,4140,647,35.14598712,126.84756291
4350,전남대사거리(서),39297,36742,2416,139,35.16903581,126.90223956
4309,장동마을,39291,19554,11286,8450,35.21432500,126.93325594
2201,진성아파트,39273,23947,9095,6231,35.16588056,126.87298611
3229,광주대,39136,35120,3236,779,35.10741700,126.89726200
2265,풍암저수지,39106,33754,5164,188,35.12587402,126.86960670
4078,KT&G광주제조창,38933,32415,5902,617,35.20145000,126.87431389
5207,송정I.C,38824,32708,4830,1286,35.14704600,126.80757500
5457,첨단우리은행,38272,31611,6119,542,35.21754167,126.84514722
2234,일가정양립지원본부,38227,18244,10121,9861,35.15145500,126.84055600
4102,전통공예문화학교,38066,28387,5143,4536,35.24231389,126.89765278
2055,농성파출소,38060,35244,2532,284,35.14986100,126.88901200
5739,신창부영2차아파트,38022,27385,10151,486,35.19080010,126.83511600
2314,럭키아파트,37919,31656,5799,463,35.13796389,126.87468056
5300,풍영정입구,37809,33163,4534,112,35.17782686,126.83671733
3001,개동,37783,19585,9642,8556,35.09172108,126.82704648
5768,광주무역회관,37698,33053,4245,400,35.16178039,126.80988294
4213,중외마을,37603,29440,7236,927,35.18731389,126.89355278
5657,농산물품질관리원,37442,34681,2646,115,35.21754167,126.84685556
4353,용봉2휴먼시아아파트,37363,33276,3617,470,35.17175556,126.89816111
1095,소태역,36844,31694,4152,997,35.12393113,126.93203362
2057,상공회의소,36824,31852,4921,51,35.15148538,126.88569875
5456,첨단생활체육공원,36700,29847,6299,555,35.21011111,126.85128056
5301,풍영정천1교,36691,31950,4526,216,35.17508597,126.81355000
1161,운림중,36678,33601,2206,871,35.13208500,126.94316100
2225,상무중흥아파트,36676,19459,9686,7531,35.15145439,126.84552672
4372,오치1동주민센터,36617,32341,4154,123,35.19127148,126.90503152
2091,서광주세무서,36554,29557,6869,128,35.15095833,126.86077778
4043,대촌마을,36390,19539,8646,8205,35.23571389,126.85404167
5444,전자공고,36351,26677,9477,197,35.20544100,126.84415000
5425,정부광주지방합동청사입구,36310,21212,7900,7198,35.22194500,126.84931700
5868,선운중학교,36247,26224,6449,3575,35.14838712,126.77548454
5267,상수도광산사업소,36225,29699,5879,648,35.15655657,126.80996639
2214,농협운천지점,36212,27596,7027,1588,35.14840116,126.84868900
4246,문흥중앙초교,36192,23738,8262,4192,35.18345278,126.92139722
5178,풍영정입구,35939,31373,4263,303,35.17746667,126.83671111
3111,봉선라인광장,35822,31782,3917,124,35.12781445,126.91040613
2021,금호모아아파트,35732,27837,7460,436,35.13277020,126.86433208
2127,서창동주민센터,35723,15443,9016,11265,35.11430833,126.82957222
2206,해태아파트,35672,30518,4509,646,35.15765556,126.87376389
5269,송정주공,35610,29796,4944,870,35.15195833,126.81015958
3274,송화마을5단지,35576,20906,11085,3586,35.10641261,126.90620103
2273,솔뫼타운,35520,30773,4398,349,35.15757222,126.87158889
4151,동림푸른마을,35464,30401,4681,383,35.18740827,126.86488180
5452,첨단부영아파트,35461,25312,7935,2214,35.21153580,126.84568802
5175,보건대후문,35373,26198,8655,520,35.19220379,126.84337247
2315,화정남초교,35331,29271,5577,483,35.13895278,126.87298611
4395,용봉현대1차아파트,35018,29917,3350,1751,35.17707311,126.88886771
2090,치평중,34974,24509,9782,684,35.14458333,126.86050833
3009,대촌동주민센터,34901,25630,7998,1274,35.08111100,126.83426600
4261,월산(삼각동),34853,30784,3596,473,35.20432222,126.90135000
4341,신안동주민센터,34791,31977,2608,206,35.16692222,126.89848889
5173,보건대입구,34750,30494,3995,261,35.19334614,126.84949167
5200,진흥고,34595,9660,18185,6751,35.19522222,126.84140278
5293,금구초교,34432,29047,4852,533,35.17790307,126.81506657
5403,우편집중국,34391,31617,2496,278,35.21756667,126.85117222
2015,광주중,34179,16824,9976,7379,35.12580600,126.85543300
5220,금호타이어,34162,26913,6059,1191,35.14499600,126.79044010
2221,상무시민공원,34068,13599,10340,10129,35.15369000,126.83864400
4039,산업인력공단사거리,34046,19441,8201,6404,35.22811667,126.85768056
4506,임동한국아델리움1차,34028,31228,2465,336,35.16667000,126.89226700
4179,문화초교,33931,27885,4598,1448,35.17255278,126.93278611
2255,풍암금호아파트,33930,28317,5096,518,35.12443551,126.88332021
5438,보훈병원후문,33850,28683,4469,699,35.20885000,126.84954167
5015,도산동주민센터,33768,25514,7666,589,35.12873099,126.79239675
5290,광산구노인복지회관,33649,29534,3808,308,35.17193010,126.81539254
5270,송정주공,33442,29695,3407,340,35.15208947,126.80988334
5095,비아농협,33436,27470,5273,693,35.22198525,126.82472394
5508,도촌교,33385,30008,2643,735,35.21810278,126.81128889
2251,원광대한방병원,33265,29085,3962,219,35.12963409,126.88529655
4140,광신대교,33238,29196,3968,75,35.17602778,126.84303611
2218,상무라인대주,33222,16313,12503,4407,35.14788626,126.84548977
1032,산수2동주민센터,32990,30389,1783,817,35.15506724,126.93662395
4001,건국동파출소,32981,22729,6437,3815,35.21922222,126.87869722
4439,무등야구장,32797,28855,3201,741,35.17006198,126.88692653
5735,수완양우내안애,32709,25849,6331,529,35.19944200,126.81533100
2242,한국은행,32639,28847,3467,325,35.15804108,126.84864733
4004,거진,32553,28453,3628,472,35.21177326,126.87456284
4340,신안동주민센터,32451,30536,1578,337,35.16720964,126.89826887
2071,쌍촌현대아파트,32361,24946,7249,167,35.15775614,126.86629636
4069,양지초교,32233,27363,4237,632,35.20824504,126.87904646
2036,농성1동주민센터,32087,23482,7983,622,35.15620979,126.89127117
2340,풍암SK뷰,32065,17684,8185,6197,35.11819295,126.86675584
2134,서창입구,31994,26900,3191,1903,35.13992735,126.83308965
2183,버들주공1단지,31943,21367,9439,1137,35.16631944,126.86061944
4214,각화초교,31854,17651,7843,6360,35.18066111,126.93633611
5741,광산우산동주민센터,31834,29562,2157,115,35.16136212,126.80654091
1153,학림교,31795,28313,2990,491,35.13604800,126.92225800
5536,오선동,31745,30310,1221,213,35.20028889,126.79513333
4499,임동주민센터,31696,29249,2110,338,35.16514500,126.89513400
